a,b,theta,A1,A2,E,E_p,E_t,machine_type,status,file_name
5.7,9.3,67,-9,33,-48.64628705,-8.404877725,-7.959132899,1,Done,tetracene_A1=-9_A2=33_a=5.7_b=9.3_theta=67.0_cx=0_cy=0_cz=0.log
6,8.5,69,-7,33,-51.82962018,-7.683546195,-9.115631947,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.5_theta=69.0_cx=0_cy=0_cz=0.log
6,8.6,65,-12,33,-23.86569375,-6.930058542,-2.501394167,2,Done,tetracene_A1=-12_A2=33_a=6.0_b=8.6_theta=65.0_cx=0_cy=0_cz=0.log
6.1,9,65,-10,33,-42.79821513,-6.605225481,-7.396941043,2,Done,tetracene_A1=-10_A2=33_a=6.1_b=9.0_theta=65.0_cx=0_cy=0_cz=0.log
6,9,67.5,-8,33,-49.86709018,-7.626465376,-8.653539858,1,Done,tetracene_A1=-8_A2=33_a=6.0_b=9.0_theta=67.5_cx=0_cy=0_cz=0.log
6,8.6,65,-11,33,-30.60776912,-7.003590164,-4.150147199,1,Done,tetracene_A1=-11_A2=33_a=6.0_b=8.6_theta=65.0_cx=0_cy=0_cz=0.log
6,8.5,69.5,-7,33,-52.15386212,-7.652340123,-9.21229547,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.5_theta=69.5_cx=0_cy=0_cz=0.log
5.7,9.3,67.5,-9,33,-48.8638548,-8.362682698,-8.034622352,1,Done,tetracene_A1=-9_A2=33_a=5.7_b=9.3_theta=67.5_cx=0_cy=0_cz=0.log
6,8.7,64,-12,33,-23.48211446,-6.698138377,-2.521459427,2,Done,tetracene_A1=-12_A2=33_a=6.0_b=8.7_theta=64.0_cx=0_cy=0_cz=0.log
6.1,9,65.5,-10,33,-43.58852884,-6.712193346,-7.541035536,2,Done,tetracene_A1=-10_A2=33_a=6.1_b=9.0_theta=65.5_cx=0_cy=0_cz=0.log
6,9,68,-8,33,-50.16822721,-7.678767079,-8.702673263,1,Done,tetracene_A1=-8_A2=33_a=6.0_b=9.0_theta=68.0_cx=0_cy=0_cz=0.log
6,8.5,70,-7,33,-52.37402526,-7.591393841,-9.297809395,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.5_theta=70.0_cx=0_cy=0_cz=0.log
6,8.7,64,-11,33,-30.09525661,-6.776411464,-4.13560842,1,Done,tetracene_A1=-11_A2=33_a=6.0_b=8.7_theta=64.0_cx=0_cy=0_cz=0.log
5.8,9.1,67.5,-9,33,-48.98320721,-8.262046409,-8.114778597,1,Done,tetracene_A1=-9_A2=33_a=5.8_b=9.1_theta=67.5_cx=0_cy=0_cz=0.log
6,8.7,64.5,-12,33,-25.58904706,-6.815014624,-2.989754452,2,Done,tetracene_A1=-12_A2=33_a=6.0_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
6.1,9,66,-10,33,-44.3292567,-6.81604374,-7.674292305,2,Done,tetracene_A1=-10_A2=33_a=6.1_b=9.0_theta=66.0_cx=0_cy=0_cz=0.log
6,8.6,70,-7,33,-52.50278278,-7.591393841,-9.329998775,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.6_theta=70.0_cx=0_cy=0_cz=0.log
6,9,68.5,-8,33,-50.4080289,-7.717217127,-8.743398662,1,Done,tetracene_A1=-8_A2=33_a=6.0_b=9.0_theta=68.5_cx=0_cy=0_cz=0.log
6,8.7,64.5,-11,33,-31.85346684,-6.891185553,-4.517773933,1,Done,tetracene_A1=-11_A2=33_a=6.0_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
5.8,9.2,67.5,-9,33,-49.04935429,-8.262046409,-8.131315368,1,Done,tetracene_A1=-9_A2=33_a=5.8_b=9.2_theta=67.5_cx=0_cy=0_cz=0.log
6,8.7,65,-12,33,-27.6093406,-6.930058542,-3.437305879,2,Done,tetracene_A1=-12_A2=33_a=6.0_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log
6.2,8.8,65,-10,33,-41.19707819,-6.132583694,-7.2329777,2,Done,tetracene_A1=-10_A2=33_a=6.2_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
6,8.7,70,-7,33,-52.39493892,-7.591393841,-9.303037808,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.7_theta=70.0_cx=0_cy=0_cz=0.log
5.8,8.8,69,-8,33,-50.72780549,-7.987759278,-8.688071733,1,Done,tetracene_A1=-8_A2=33_a=5.8_b=8.8_theta=69.0_cx=0_cy=0_cz=0.log
6,8.7,65,-11,33,-33.53457617,-7.003590164,-4.88184896,1,Done,tetracene_A1=-11_A2=33_a=6.0_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log
6,8.8,64,-12,33,-27.07683562,-6.698138377,-3.420139716,2,Done,tetracene_A1=-12_A2=33_a=6.0_b=8.8_theta=64.0_cx=0_cy=0_cz=0.log
5.8,9.3,66.5,-9,33,-48.31580012,-8.205672166,-7.976113947,1,Done,tetracene_A1=-9_A2=33_a=5.8_b=9.3_theta=66.5_cx=0_cy=0_cz=0.log
6.2,8.8,65.5,-10,33,-42.10330052,-6.237906227,-7.406872016,2,Done,tetracene_A1=-10_A2=33_a=6.2_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
6.1,8.5,69,-7,33,-51.67882701,-7.376191797,-9.231610855,2,Done,tetracene_A1=-7_A2=33_a=6.1_b=8.5_theta=69.0_cx=0_cy=0_cz=0.log
6,8.8,64.5,-12,33,-28.95576622,-6.815014624,-3.831434243,2,Done,tetracene_A1=-12_A2=33_a=6.0_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
6.2,8.8,66,-10,33,-42.95989434,-6.341060086,-7.569443542,2,Done,tetracene_A1=-10_A2=33_a=6.2_b=8.8_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.9,69,-8,33,-50.86146261,-7.987759278,-8.721486013,1,Done,tetracene_A1=-8_A2=33_a=5.8_b=8.9_theta=69.0_cx=0_cy=0_cz=0.log
6,8.8,64,-11,33,-32.89071326,-6.776411464,-4.834472582,1,Done,tetracene_A1=-11_A2=33_a=6.0_b=8.8_theta=64.0_cx=0_cy=0_cz=0.log
5.8,9.3,67,-9,33,-48.66521777,-8.242691491,-8.044958697,1,Done,tetracene_A1=-9_A2=33_a=5.8_b=9.3_theta=67.0_cx=0_cy=0_cz=0.log
6.1,8.5,69.5,-7,33,-52.01756444,-7.391800481,-9.30849087,2,Done,tetracene_A1=-7_A2=33_a=6.1_b=8.5_theta=69.5_cx=0_cy=0_cz=0.log
6,8.8,65,-12,33,-30.75311299,-6.930058542,-4.223248977,2,Done,tetracene_A1=-12_A2=33_a=6.0_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
6.2,8.9,65,-10,33,-42.08789138,-6.132583694,-7.455680999,2,Done,tetracene_A1=-10_A2=33_a=6.2_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
5.8,9,69,-8,33,-50.78638731,-7.987759278,-8.702717189,1,Done,tetracene_A1=-8_A2=33_a=5.8_b=9.0_theta=69.0_cx=0_cy=0_cz=0.log
6,8.8,64.5,-11,33,-34.45414438,-6.891185553,-5.167943319,1,Done,tetracene_A1=-11_A2=33_a=6.0_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
5.8,9.3,67.5,-9,33,-48.94143512,-8.262046409,-8.104335576,1,Done,tetracene_A1=-9_A2=33_a=5.8_b=9.3_theta=67.5_cx=0_cy=0_cz=0.log
6.1,8.5,70,-7,33,-52.27657045,-7.387417951,-9.375433637,2,Done,tetracene_A1=-7_A2=33_a=6.1_b=8.5_theta=70.0_cx=0_cy=0_cz=0.log
5.9,8.7,65.5,-12,33,-27.484938,-7.504193797,-3.119137602,2,Done,tetracene_A1=-12_A2=33_a=5.9_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
6.2,8.9,65.5,-10,33,-42.8817593,-6.237906227,-7.601486712,2,Done,tetracene_A1=-10_A2=33_a=6.2_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
6.1,8.6,70,-7,33,-52.27114123,-7.387417951,-9.374076333,2,Done,tetracene_A1=-7_A2=33_a=6.1_b=8.6_theta=70.0_cx=0_cy=0_cz=0.log
5.9,8.8,69,-8,33,-51.1451398,-7.969430966,-8.801569467,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=8.8_theta=69.0_cx=0_cy=0_cz=0.log
6,8.8,65,-11,33,-35.94508304,-7.003590164,-5.484475678,1,Done,tetracene_A1=-11_A2=33_a=6.0_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
5.9,9.1,67.5,-9,33,-48.86042358,-7.982593616,-8.223809087,1,Done,tetracene_A1=-9_A2=33_a=5.9_b=9.1_theta=67.5_cx=0_cy=0_cz=0.log
5.9,8.8,65.5,-12,33,-30.85584642,-7.504193797,-3.961864706,2,Done,tetracene_A1=-12_A2=33_a=5.9_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
6.2,8.9,66,-10,33,-43.62958807,-6.341060086,-7.736866975,2,Done,tetracene_A1=-10_A2=33_a=6.2_b=8.9_theta=66.0_cx=0_cy=0_cz=0.log
6.1,8.7,70,-7,33,-52.04968291,-7.387417951,-9.318711753,2,Done,tetracene_A1=-7_A2=33_a=6.1_b=8.7_theta=70.0_cx=0_cy=0_cz=0.log
5.9,8.9,69,-8,33,-51.13689934,-7.969430966,-8.799509351,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=8.9_theta=69.0_cx=0_cy=0_cz=0.log
5.9,9.2,67.5,-9,33,-48.79453001,-7.982593616,-8.207335695,1,Done,tetracene_A1=-9_A2=33_a=5.9_b=9.2_theta=67.5_cx=0_cy=0_cz=0.log
5.9,8.7,65.5,-11,33,-33.61833118,-7.570886815,-4.619139388,1,Done,tetracene_A1=-11_A2=33_a=5.9_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.9,64.5,-12,33,-30.19191574,-7.281790448,-3.907083711,2,Done,tetracene_A1=-12_A2=33_a=5.9_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
6.2,9,65,-10,33,-42.70726383,-6.132583694,-7.610524111,2,Done,tetracene_A1=-10_A2=33_a=6.2_b=9.0_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.5,70.5,-7,33,-51.88874668,-7.378704347,-9.282834496,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=8.5_theta=70.5_cx=0_cy=0_cz=0.log
5.9,8.9,65,-12,33,-31.97164705,-7.394773623,-4.295524951,2,Done,tetracene_A1=-12_A2=33_a=5.9_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
6.2,9,65.5,-10,33,-43.40025827,-6.237906227,-7.731111453,2,Done,tetracene_A1=-10_A2=33_a=6.2_b=9.0_theta=65.5_cx=0_cy=0_cz=0.log
5.9,9,69,-8,33,-50.94111873,-7.969430966,-8.750564199,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=9.0_theta=69.0_cx=0_cy=0_cz=0.log
5.9,9.3,66.5,-9,33,-47.93336039,-7.859274095,-8.053703049,1,Done,tetracene_A1=-9_A2=33_a=5.9_b=9.3_theta=66.5_cx=0_cy=0_cz=0.log
5.9,8.8,65.5,-11,33,-36.2258285,-7.570886815,-5.271013719,1,Done,tetracene_A1=-11_A2=33_a=5.9_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.6,70.5,-7,33,-52.06993894,-7.378704347,-9.328132561,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=8.6_theta=70.5_cx=0_cy=0_cz=0.log
5.9,8.9,65.5,-12,33,-33.66313038,-7.504193797,-4.663685696,2,Done,tetracene_A1=-12_A2=33_a=5.9_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
6.2,9,66,-10,33,-44.05069748,-6.341060086,-7.842144328,2,Done,tetracene_A1=-10_A2=33_a=6.2_b=9.0_theta=66.0_cx=0_cy=0_cz=0.log
6,8.8,69,-8,33,-51.02111119,-7.739329324,-8.885613136,1,Done,tetracene_A1=-8_A2=33_a=6.0_b=8.8_theta=69.0_cx=0_cy=0_cz=0.log
5.9,9.3,67,-9,33,-48.28214048,-7.926823037,-8.107123603,1,Done,tetracene_A1=-9_A2=33_a=5.9_b=9.3_theta=67.0_cx=0_cy=0_cz=0.log
5.9,8.9,64.5,-11,33,-35.47833859,-7.356536929,-5.191316184,1,Done,tetracene_A1=-11_A2=33_a=5.9_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.7,70.5,-7,33,-52.00394496,-7.378704347,-9.311634068,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=8.7_theta=70.5_cx=0_cy=0_cz=0.log
6,8.7,65.5,-12,33,-29.54177773,-7.042780674,-3.864054095,2,Done,tetracene_A1=-12_A2=33_a=6.0_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.9,66,-10,33,-43.29523819,-7.729315519,-6.959151789,2,Done,tetracene_A1=-10_A2=33_a=5.9_b=8.9_theta=66.0_cx=0_cy=0_cz=0.log
6,8.9,69,-8,33,-50.88595307,-7.739329324,-8.851823605,1,Done,tetracene_A1=-8_A2=33_a=6.0_b=8.9_theta=69.0_cx=0_cy=0_cz=0.log
5.9,9.3,67.5,-9,33,-48.57351095,-7.982593616,-8.152080929,1,Done,tetracene_A1=-9_A2=33_a=5.9_b=9.3_theta=67.5_cx=0_cy=0_cz=0.log
5.9,8.9,65,-11,33,-36.95419191,-7.465800225,-5.505647865,1,Done,tetracene_A1=-11_A2=33_a=5.9_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
6,8.5,70.5,-7,33,-52.48232847,-7.496233205,-9.372465515,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.5_theta=70.5_cx=0_cy=0_cz=0.log
6,8.8,65.5,-12,33,-32.46792086,-7.042780046,-4.595590193,2,Done,tetracene_A1=-12_A2=33_a=6.0_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.9,66.5,-10,33,-44.29464827,-7.816682482,-7.165320826,2,Done,tetracene_A1=-10_A2=33_a=5.9_b=8.9_theta=66.5_cx=0_cy=0_cz=0.log
6,9,69,-8,33,-50.58258712,-7.739329324,-8.775982119,1,Done,tetracene_A1=-8_A2=33_a=6.0_b=9.0_theta=69.0_cx=0_cy=0_cz=0.log
6,8.6,70.5,-7,33,-52.52389975,-7.496233205,-9.382858335,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.6_theta=70.5_cx=0_cy=0_cz=0.log
5.7,9.1,68,-9,33,-48.93539345,-8.289073264,-8.089311731,1,Done,tetracene_A1=-9_A2=33_a=5.7_b=9.1_theta=68.0_cx=0_cy=0_cz=0.log
5.9,8.9,65.5,-11,33,-38.35125006,-7.570886815,-5.802369107,1,Done,tetracene_A1=-11_A2=33_a=5.9_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
6,8.9,64.5,-12,33,-31.77098943,-6.815014624,-4.535240046,2,Done,tetracene_A1=-12_A2=33_a=6.0_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
5.9,9,65.5,-10,33,-43.42023818,-7.635291931,-7.037413581,2,Done,tetracene_A1=-10_A2=33_a=5.9_b=9.0_theta=65.5_cx=0_cy=0_cz=0.log
6,8.7,70.5,-7,33,-52.33967537,-7.496233205,-9.336802239,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.7_theta=70.5_cx=0_cy=0_cz=0.log
5.8,8.7,68.5,-8,33,-50.00584519,-8.092749231,-8.455086683,1,Done,tetracene_A1=-8_A2=33_a=5.8_b=8.7_theta=68.5_cx=0_cy=0_cz=0.log
6,8.9,65,-12,33,-33.36431011,-6.930058542,-4.876048257,2,Done,tetracene_A1=-12_A2=33_a=6.0_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
5.7,9.2,68,-9,33,-49.04827246,-8.289073264,-8.117531483,1,Done,tetracene_A1=-9_A2=33_a=5.7_b=9.2_theta=68.0_cx=0_cy=0_cz=0.log
6,8.7,65.5,-11,33,-35.13739233,-7.113064304,-5.22781593,1,Done,tetracene_A1=-11_A2=33_a=6.0_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.9,9,66,-10,33,-44.35285359,-7.729315519,-7.223555637,2,Done,tetracene_A1=-10_A2=33_a=5.9_b=9.0_theta=66.0_cx=0_cy=0_cz=0.log
6.1,8.5,70.5,-7,33,-52.44944443,-7.359323073,-9.432699572,2,Done,tetracene_A1=-7_A2=33_a=6.1_b=8.5_theta=70.5_cx=0_cy=0_cz=0.log
6,8.9,65.5,-12,33,-34.88060896,-7.042780046,-5.198762217,2,Done,tetracene_A1=-12_A2=33_a=6.0_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
5.9,9,66.5,-10,33,-45.21775815,-7.816682482,-7.396098297,2,Done,tetracene_A1=-10_A2=33_a=5.9_b=9.0_theta=66.5_cx=0_cy=0_cz=0.log
5.8,8.7,69,-8,33,-50.34507208,-7.987759278,-8.592388381,1,Done,tetracene_A1=-8_A2=33_a=5.8_b=8.7_theta=69.0_cx=0_cy=0_cz=0.log
6,8.8,65.5,-11,33,-37.36261558,-7.113064304,-5.784121743,1,Done,tetracene_A1=-11_A2=33_a=6.0_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.7,9.3,68,-9,33,-48.97758472,-8.289073264,-8.099859547,1,Done,tetracene_A1=-9_A2=33_a=5.7_b=9.3_theta=68.0_cx=0_cy=0_cz=0.log
6.1,8.6,70.5,-7,33,-52.3661337,-7.359323073,-9.411871888,2,Done,tetracene_A1=-7_A2=33_a=6.1_b=8.6_theta=70.5_cx=0_cy=0_cz=0.log
6.1,8.7,64.5,-12,33,-27.7459169,-6.344549042,-3.764204704,2,Done,tetracene_A1=-12_A2=33_a=6.1_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
5.9,9.1,65.5,-10,33,-44.30582548,-7.635291931,-7.258810404,2,Done,tetracene_A1=-10_A2=33_a=5.9_b=9.1_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.7,69.5,-8,33,-50.54730349,-7.841068775,-8.716291485,1,Done,tetracene_A1=-8_A2=33_a=5.8_b=8.7_theta=69.5_cx=0_cy=0_cz=0.log
6,8.9,64.5,-11,33,-36.58362969,-6.891185553,-5.700314645,1,Done,tetracene_A1=-11_A2=33_a=6.0_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
5.8,9.1,68,-9,33,-49.34939945,-8.260573015,-8.207063355,1,Done,tetracene_A1=-9_A2=33_a=5.8_b=9.1_theta=68.0_cx=0_cy=0_cz=0.log
6.1,8.7,70.5,-7,33,-52.07666082,-7.359323073,-9.339503669,2,Done,tetracene_A1=-7_A2=33_a=6.1_b=8.7_theta=70.5_cx=0_cy=0_cz=0.log
6.1,8.7,65,-12,33,-29.54596949,-6.458301545,-4.157341601,2,Done,tetracene_A1=-12_A2=33_a=6.1_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log
5.9,9.1,66,-10,33,-45.11341328,-7.729315519,-7.41369556,2,Done,tetracene_A1=-10_A2=33_a=5.9_b=9.1_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.8,69.5,-8,33,-50.82228339,-7.841068775,-8.785036461,1,Done,tetracene_A1=-8_A2=33_a=5.8_b=8.8_theta=69.5_cx=0_cy=0_cz=0.log
6,8.9,65,-11,33,-37.9013053,-7.003590164,-5.973531244,1,Done,tetracene_A1=-11_A2=33_a=6.0_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
5.8,9.2,68,-9,33,-49.32628198,-8.260573015,-8.201283988,1,Done,tetracene_A1=-9_A2=33_a=5.8_b=9.2_theta=68.0_cx=0_cy=0_cz=0.log
5.9,8.5,71,-7,33,-51.72626175,-7.132396632,-9.365367121,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=8.5_theta=71.0_cx=0_cy=0_cz=0.log
6.1,8.7,65.5,-12,33,-31.26874298,-6.570526688,-4.531922401,2,Done,tetracene_A1=-12_A2=33_a=6.1_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.9,9.1,66.5,-10,33,-45.85825008,-7.816682482,-7.556221279,2,Done,tetracene_A1=-10_A2=33_a=5.9_b=9.1_theta=66.5_cx=0_cy=0_cz=0.log
5.8,8.9,69.5,-8,33,-50.86059413,-7.841068775,-8.794614146,1,Done,tetracene_A1=-8_A2=33_a=5.8_b=8.9_theta=69.5_cx=0_cy=0_cz=0.log
5.9,8.6,71,-7,33,-51.81450723,-7.132396632,-9.387428491,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=8.6_theta=71.0_cx=0_cy=0_cz=0.log
6.1,8.8,64.5,-12,33,-30.65749302,-6.344549042,-4.492098734,2,Done,tetracene_A1=-12_A2=33_a=6.1_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
6,8.9,65.5,-11,33,-39.15054719,-7.113064304,-6.231104646,1,Done,tetracene_A1=-11_A2=33_a=6.0_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
5.8,9.3,68,-9,33,-49.13931663,-8.260573015,-8.154542651,1,Done,tetracene_A1=-9_A2=33_a=5.8_b=9.3_theta=68.0_cx=0_cy=0_cz=0.log
6,8.9,66.5,-10,33,-44.51925418,-7.380729949,-7.43944857,2,Done,tetracene_A1=-10_A2=33_a=6.0_b=8.9_theta=66.5_cx=0_cy=0_cz=0.log
6.1,8.8,65,-12,33,-32.25722936,-6.458301545,-4.835156568,2,Done,tetracene_A1=-12_A2=33_a=6.1_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.7,68.5,-8,33,-50.52666594,-7.995909378,-8.633711797,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=8.7_theta=68.5_cx=0_cy=0_cz=0.log
5.9,8.7,71,-7,33,-51.66719549,-7.132396632,-9.350600556,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=8.7_theta=71.0_cx=0_cy=0_cz=0.log
6,9,66.5,-10,33,-45.22224861,-7.380729949,-7.615197178,2,Done,tetracene_A1=-10_A2=33_a=6.0_b=9.0_theta=66.5_cx=0_cy=0_cz=0.log
6.1,8.7,64.5,-11,33,-33.42936031,-6.419234027,-5.147723064,1,Done,tetracene_A1=-11_A2=33_a=6.1_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
5.9,9.1,68,-9,33,-49.24130207,-8.02460541,-8.298022812,1,Done,tetracene_A1=-9_A2=33_a=5.9_b=9.1_theta=68.0_cx=0_cy=0_cz=0.log
6.1,8.8,65.5,-12,33,-33.78462635,-6.570526688,-5.160893244,2,Done,tetracene_A1=-12_A2=33_a=6.1_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
6,8.5,71,-7,33,-52.47150016,-7.362502039,-9.43662402,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.5_theta=71.0_cx=0_cy=0_cz=0.log
6,9.1,65.5,-10,33,-44.27643291,-7.182893617,-7.477661419,2,Done,tetracene_A1=-10_A2=33_a=6.0_b=9.1_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.7,69,-8,33,-50.92805648,-7.969430966,-8.747298637,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=8.7_theta=69.0_cx=0_cy=0_cz=0.log
6.1,8.7,65,-11,33,-34.92171965,-6.531107765,-5.464876031,1,Done,tetracene_A1=-11_A2=33_a=6.1_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log
5.9,9.2,68,-9,33,-49.09592808,-8.02460541,-8.261679316,1,Done,tetracene_A1=-9_A2=33_a=5.9_b=9.2_theta=68.0_cx=0_cy=0_cz=0.log
6.1,8.9,64.5,-12,33,-33.06791957,-6.344549042,-5.094705372,2,Done,tetracene_A1=-12_A2=33_a=6.1_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
6,8.6,71,-7,33,-52.43000166,-7.362502039,-9.426249397,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.6_theta=71.0_cx=0_cy=0_cz=0.log
6,9.1,66,-10,33,-45.00094592,-7.2841662,-7.608153379,2,Done,tetracene_A1=-10_A2=33_a=6.0_b=9.1_theta=66.0_cx=0_cy=0_cz=0.log
5.9,8.7,69.5,-8,33,-51.22318698,-7.913730668,-8.848931412,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=8.7_theta=69.5_cx=0_cy=0_cz=0.log
6.1,8.7,65.5,-11,33,-36.34579587,-6.640986021,-5.765955956,1,Done,tetracene_A1=-11_A2=33_a=6.1_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.9,9.3,68,-9,33,-48.80451746,-8.02460541,-8.18882666,1,Done,tetracene_A1=-9_A2=33_a=5.9_b=9.3_theta=68.0_cx=0_cy=0_cz=0.log
6.1,8.9,65,-12,33,-34.48487229,-6.458301545,-5.392067301,2,Done,tetracene_A1=-12_A2=33_a=6.1_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
6,8.7,71,-7,33,-52.17331995,-7.362502039,-9.362078969,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.7_theta=71.0_cx=0_cy=0_cz=0.log
6,9.1,66.5,-10,33,-45.67224858,-7.380729949,-7.727697171,2,Done,tetracene_A1=-10_A2=33_a=6.0_b=9.1_theta=66.5_cx=0_cy=0_cz=0.log
5.9,8.8,69.5,-8,33,-51.3440178,-7.913730668,-8.879139115,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=8.8_theta=69.5_cx=0_cy=0_cz=0.log
6.1,8.8,64.5,-11,33,-35.64057252,-6.419234027,-5.700526116,1,Done,tetracene_A1=-11_A2=33_a=6.1_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
6.1,8.9,65.5,-12,33,-35.83450323,-6.570526688,-5.673362463,2,Done,tetracene_A1=-12_A2=33_a=6.1_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
5.7,9,67.5,-9,33,-48.19140505,-8.362682698,-7.866509913,1,Done,tetracene_A1=-9_A2=33_a=5.7_b=9.0_theta=67.5_cx=0_cy=0_cz=0.log
6.1,8.5,71,-7,33,-52.52964272,-7.303595165,-9.480613098,2,Done,tetracene_A1=-7_A2=33_a=6.1_b=8.5_theta=71.0_cx=0_cy=0_cz=0.log
6.1,8.9,66.5,-10,33,-44.51533099,-6.916230732,-7.670717381,2,Done,tetracene_A1=-10_A2=33_a=6.1_b=8.9_theta=66.5_cx=0_cy=0_cz=0.log
5.9,8.9,69.5,-8,33,-51.25081499,-7.913730668,-8.855838414,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=8.9_theta=69.5_cx=0_cy=0_cz=0.log
6,8.8,66,-12,33,-34.09932513,-7.152573589,-4.948544488,2,Done,tetracene_A1=-12_A2=33_a=6.0_b=8.8_theta=66.0_cx=0_cy=0_cz=0.log
6.1,9,66.5,-10,33,-45.02013266,-6.916230732,-7.796917799,2,Done,tetracene_A1=-10_A2=33_a=6.1_b=9.0_theta=66.5_cx=0_cy=0_cz=0.log
6.1,8.8,65,-11,33,-36.96292936,-6.531107765,-5.975178458,1,Done,tetracene_A1=-11_A2=33_a=6.1_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
6.1,8.6,71,-7,33,-52.37217536,-7.303595165,-9.441246258,2,Done,tetracene_A1=-7_A2=33_a=6.1_b=8.6_theta=71.0_cx=0_cy=0_cz=0.log
5.7,9,68,-9,33,-48.60663343,-8.289073264,-8.007121726,1,Done,tetracene_A1=-9_A2=33_a=5.7_b=9.0_theta=68.0_cx=0_cy=0_cz=0.log
6,8.9,66,-12,33,-36.31927478,-7.152573589,-5.503531902,2,Done,tetracene_A1=-12_A2=33_a=6.0_b=8.9_theta=66.0_cx=0_cy=0_cz=0.log
6,8.7,68.5,-8,33,-50.53893,-7.717217127,-8.776123936,1,Done,tetracene_A1=-8_A2=33_a=6.0_b=8.7_theta=68.5_cx=0_cy=0_cz=0.log
