a,b,theta,A1,A2,E,E_p,E_t,machine_type,status,file_name
5.9,8.8,64,-8,33,-44.48867938,-7.475979692,-7.384179999,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=8.8_theta=64.0_cx=0_cy=0_cz=0.log
6,8.8,64,-7,33,-47.50130971,-7.097722939,-8.326465958,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.8_theta=64.0_cx=0_cy=0_cz=0.log
6,8.7,67,-3,33,-54.35457483,-7.49122693,-9.843030244,2,Done,tetracene_A1=-3_A2=33_a=6.0_b=8.7_theta=67.0_cx=0_cy=0_cz=0.log
5.7,8.8,66.5,-6,33,-51.44697964,-8.029710831,-8.846889494,2,Done,tetracene_A1=-6_A2=33_a=5.7_b=8.8_theta=66.5_cx=0_cy=0_cz=0.log
6,8.7,65.5,-4,33,-53.53196695,-7.510535413,-9.627724032,1,Done,tetracene_A1=-4_A2=33_a=6.0_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.8,66,-5,33,-53.12839519,-7.855445029,-9.354376284,1,Done,tetracene_A1=-5_A2=33_a=5.9_b=8.8_theta=66.0_cx=0_cy=0_cz=0.log
6,8.8,64.5,-7,33,-48.21396027,-7.196747782,-8.455116176,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.8,64.5,-8,33,-45.47430934,-7.573780891,-7.581686889,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.4,66.5,-3,33,-54.23972795,-7.656981187,-9.731441395,2,Done,tetracene_A1=-3_A2=33_a=5.9_b=8.4_theta=66.5_cx=0_cy=0_cz=0.log
5.7,8.9,66.5,-6,33,-51.71764729,-8.029710831,-8.914556407,2,Done,tetracene_A1=-6_A2=33_a=5.7_b=8.9_theta=66.5_cx=0_cy=0_cz=0.log
6,8.8,65,-7,33,-48.87576745,-7.290679754,-8.573601986,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
6,8.7,66,-4,33,-53.76945439,-7.547086615,-9.66882029,1,Done,tetracene_A1=-4_A2=33_a=6.0_b=8.7_theta=66.0_cx=0_cy=0_cz=0.log
5.9,8.9,66,-5,33,-52.96303376,-7.855445029,-9.313035925,1,Done,tetracene_A1=-5_A2=33_a=5.9_b=8.9_theta=66.0_cx=0_cy=0_cz=0.log
5.9,8.8,65,-8,33,-46.39655326,-7.665422451,-7.766427088,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.4,67,-3,33,-54.35413809,-7.53668501,-9.820192017,2,Done,tetracene_A1=-3_A2=33_a=5.9_b=8.4_theta=67.0_cx=0_cy=0_cz=0.log
5.7,9,66.5,-6,33,-51.75783303,-8.029710831,-8.924602843,2,Done,tetracene_A1=-6_A2=33_a=5.7_b=9.0_theta=66.5_cx=0_cy=0_cz=0.log
5.8,8.7,65.5,-7,33,-48.51535081,-8.125680956,-8.065997225,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
6,8.8,65.5,-4,33,-53.33669337,-7.510535413,-9.578905637,1,Done,tetracene_A1=-4_A2=33_a=6.0_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.4,67.5,-3,33,-54.32965516,-7.370182761,-9.897322409,2,Done,tetracene_A1=-3_A2=33_a=5.9_b=8.4_theta=67.5_cx=0_cy=0_cz=0.log
5.9,9,65,-5,33,-52.27517738,-7.796275857,-9.170656416,1,Done,tetracene_A1=-5_A2=33_a=5.9_b=9.0_theta=65.0_cx=0_cy=0_cz=0.log
6,8.6,64,-8,33,-42.24916145,-7.01809945,-7.053240638,1,Done,tetracene_A1=-8_A2=33_a=6.0_b=8.6_theta=64.0_cx=0_cy=0_cz=0.log
5.8,8.8,66.5,-6,33,-52.16629435,-8.078439493,-9.002353841,2,Done,tetracene_A1=-6_A2=33_a=5.8_b=8.8_theta=66.5_cx=0_cy=0_cz=0.log
5.8,8.8,65.5,-7,33,-49.40040346,-8.125680956,-8.287260388,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.5,67.5,-3,33,-54.55239611,-7.370182761,-9.953007646,2,Done,tetracene_A1=-3_A2=33_a=5.9_b=8.5_theta=67.5_cx=0_cy=0_cz=0.log
6,8.8,66,-4,33,-53.50273754,-7.547086615,-9.602141077,1,Done,tetracene_A1=-4_A2=33_a=6.0_b=8.8_theta=66.0_cx=0_cy=0_cz=0.log
5.9,9,65.5,-5,33,-52.48362114,-7.835101155,-9.203354707,1,Done,tetracene_A1=-5_A2=33_a=5.9_b=9.0_theta=65.5_cx=0_cy=0_cz=0.log
6,8.6,64.5,-8,33,-43.38236921,-7.122272386,-7.28445611,1,Done,tetracene_A1=-8_A2=33_a=6.0_b=8.6_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.9,66.5,-6,33,-52.26992135,-8.078439493,-9.028260592,2,Done,tetracene_A1=-6_A2=33_a=5.8_b=8.9_theta=66.5_cx=0_cy=0_cz=0.log
5.8,8.9,64.5,-7,33,-48.68873935,-8.024154858,-8.160107409,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.6,67.5,-3,33,-54.48718276,-7.370182761,-9.936704309,2,Done,tetracene_A1=-3_A2=33_a=5.9_b=8.6_theta=67.5_cx=0_cy=0_cz=0.log
5.8,8.6,66.5,-4,33,-53.73842904,-7.768465241,-9.55037464,1,Done,tetracene_A1=-4_A2=33_a=5.8_b=8.6_theta=66.5_cx=0_cy=0_cz=0.log
5.9,9,66,-5,33,-52.62298609,-7.855445029,-9.228024008,1,Done,tetracene_A1=-5_A2=33_a=5.9_b=9.0_theta=66.0_cx=0_cy=0_cz=0.log
6,8.6,65,-8,33,-44.4551327,-7.222075341,-7.502745504,1,Done,tetracene_A1=-8_A2=33_a=6.0_b=8.6_theta=65.0_cx=0_cy=0_cz=0.log
5.8,9,66.5,-6,33,-52.16636714,-8.078439493,-9.002372039,2,Done,tetracene_A1=-6_A2=33_a=5.8_b=9.0_theta=66.5_cx=0_cy=0_cz=0.log
5.8,8.9,65,-7,33,-49.37477596,-8.08230119,-8.302543394,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
6,8.4,66.5,-3,33,-54.46562402,-7.529158655,-9.851826679,2,Done,tetracene_A1=-3_A2=33_a=6.0_b=8.4_theta=66.5_cx=0_cy=0_cz=0.log
5.9,8.8,66.5,-6,33,-52.26504937,-7.892779364,-9.119872659,2,Done,tetracene_A1=-6_A2=33_a=5.9_b=8.8_theta=66.5_cx=0_cy=0_cz=0.log
5.8,8.7,66,-5,33,-52.88560154,-8.023743211,-9.209528778,1,Done,tetracene_A1=-5_A2=33_a=5.8_b=8.7_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.7,66.5,-4,33,-53.90434394,-7.768465868,-9.591853051,1,Done,tetracene_A1=-4_A2=33_a=5.8_b=8.7_theta=66.5_cx=0_cy=0_cz=0.log
5.8,8.9,65.5,-7,33,-49.98375182,-8.125680956,-8.433097477,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
6,8.7,64,-8,33,-43.74828535,-7.01809945,-7.428021613,1,Done,tetracene_A1=-8_A2=33_a=6.0_b=8.7_theta=64.0_cx=0_cy=0_cz=0.log
6,8.4,67,-3,33,-54.65795835,-7.49122693,-9.918876122,2,Done,tetracene_A1=-3_A2=33_a=6.0_b=8.4_theta=67.0_cx=0_cy=0_cz=0.log
5.9,8.9,66.5,-6,33,-52.2200067,-7.892779364,-9.108611992,2,Done,tetracene_A1=-6_A2=33_a=5.9_b=8.9_theta=66.5_cx=0_cy=0_cz=0.log
5.9,8.7,65.5,-7,33,-48.9532298,-7.793640314,-8.341487293,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.7,66.5,-5,33,-53.12150262,-7.951903356,-9.304423978,1,Done,tetracene_A1=-5_A2=33_a=5.8_b=8.7_theta=66.5_cx=0_cy=0_cz=0.log
5.8,8.8,66.5,-4,33,-53.82222547,-7.768465868,-9.571323434,1,Done,tetracene_A1=-4_A2=33_a=5.8_b=8.8_theta=66.5_cx=0_cy=0_cz=0.log
6,8.4,67.5,-3,33,-54.74302863,-7.42030575,-9.975604281,2,Done,tetracene_A1=-3_A2=33_a=6.0_b=8.4_theta=67.5_cx=0_cy=0_cz=0.log
6,8.7,64.5,-8,33,-44.74657595,-7.122272386,-7.625507795,1,Done,tetracene_A1=-8_A2=33_a=6.0_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
5.9,9,66.5,-6,33,-51.98897258,-7.892779364,-9.050853462,2,Done,tetracene_A1=-6_A2=33_a=5.9_b=9.0_theta=66.5_cx=0_cy=0_cz=0.log
5.9,8.8,65.5,-7,33,-49.61327243,-7.793640314,-8.50649795,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
6,8.5,67.5,-3,33,-54.81155523,-7.42030575,-9.992735932,2,Done,tetracene_A1=-3_A2=33_a=6.0_b=8.5_theta=67.5_cx=0_cy=0_cz=0.log
5.8,8.8,66.5,-5,33,-53.23363113,-7.951903356,-9.332456105,1,Done,tetracene_A1=-5_A2=33_a=5.8_b=8.8_theta=66.5_cx=0_cy=0_cz=0.log
5.9,8.6,66.5,-4,33,-54.20162555,-7.777267324,-9.661772725,1,Done,tetracene_A1=-4_A2=33_a=5.9_b=8.6_theta=66.5_cx=0_cy=0_cz=0.log
6,8.7,65,-8,33,-45.68767529,-7.222075341,-7.810881152,1,Done,tetracene_A1=-8_A2=33_a=6.0_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log
5.7,8.8,67,-6,33,-51.57001678,-7.868836093,-8.958086149,2,Done,tetracene_A1=-6_A2=33_a=5.7_b=8.8_theta=67.0_cx=0_cy=0_cz=0.log
5.9,8.9,64.5,-7,33,-48.79476093,-7.638793437,-8.379293515,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
6,8.6,67.5,-3,33,-54.61715765,-7.42030575,-9.944136537,2,Done,tetracene_A1=-3_A2=33_a=6.0_b=8.6_theta=67.5_cx=0_cy=0_cz=0.log
5.8,8.9,66.5,-5,33,-53.12274509,-7.951903356,-9.304734595,1,Done,tetracene_A1=-5_A2=33_a=5.8_b=8.9_theta=66.5_cx=0_cy=0_cz=0.log
5.9,8.7,66.5,-4,33,-54.20932384,-7.777267324,-9.663697298,1,Done,tetracene_A1=-4_A2=33_a=5.9_b=8.7_theta=66.5_cx=0_cy=0_cz=0.log
6,8.8,64,-8,33,-44.88422404,-7.01809945,-7.712006284,1,Done,tetracene_A1=-8_A2=33_a=6.0_b=8.8_theta=64.0_cx=0_cy=0_cz=0.log
5.7,8.9,67,-6,33,-51.73843795,-7.868836093,-9.000191442,2,Done,tetracene_A1=-6_A2=33_a=5.7_b=8.9_theta=67.0_cx=0_cy=0_cz=0.log
5.9,8.9,65,-7,33,-49.42825236,-7.721011052,-8.496557564,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
6.1,8.4,66.5,-3,33,-54.18112605,-7.230934527,-9.929814249,2,Done,tetracene_A1=-3_A2=33_a=6.1_b=8.4_theta=66.5_cx=0_cy=0_cz=0.log
5.9,8.7,66,-5,33,-53.08281789,-7.855445029,-9.342981957,1,Done,tetracene_A1=-5_A2=33_a=5.9_b=8.7_theta=66.0_cx=0_cy=0_cz=0.log
5.9,8.8,66.5,-4,33,-53.99241622,-7.777267324,-9.609470394,1,Done,tetracene_A1=-4_A2=33_a=5.9_b=8.8_theta=66.5_cx=0_cy=0_cz=0.log
5.7,9,67,-6,33,-51.68760462,-7.868836093,-8.987483109,2,Done,tetracene_A1=-6_A2=33_a=5.7_b=9.0_theta=67.0_cx=0_cy=0_cz=0.log
6,8.8,64.5,-8,33,-45.7599795,-7.122272386,-7.878858682,1,Done,tetracene_A1=-8_A2=33_a=6.0_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.9,65.5,-7,33,-50.00031557,-7.793640314,-8.603258737,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
6.1,8.4,67,-3,33,-54.40199953,-7.245032167,-9.977983799,2,Done,tetracene_A1=-3_A2=33_a=6.1_b=8.4_theta=67.0_cx=0_cy=0_cz=0.log
5.9,8.7,66.5,-5,33,-53.37284799,-7.853543674,-9.41644016,1,Done,tetracene_A1=-5_A2=33_a=5.9_b=8.7_theta=66.5_cx=0_cy=0_cz=0.log
5.8,8.8,67,-6,33,-52.39997657,-8.017968864,-9.091009709,2,Done,tetracene_A1=-6_A2=33_a=5.8_b=8.8_theta=67.0_cx=0_cy=0_cz=0.log
6,8.7,65.5,-7,33,-49.02647277,-7.378576335,-8.567330024,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
6,8.6,66.5,-4,33,-54.06801863,-7.56524048,-9.734384417,1,Done,tetracene_A1=-4_A2=33_a=6.0_b=8.6_theta=66.5_cx=0_cy=0_cz=0.log
6,8.8,65,-8,33,-46.58173648,-7.222075341,-8.034396448,1,Done,tetracene_A1=-8_A2=33_a=6.0_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
6.1,8.4,67.5,-3,33,-54.54219279,-7.23705275,-10.01702182,2,Done,tetracene_A1=-3_A2=33_a=6.1_b=8.4_theta=67.5_cx=0_cy=0_cz=0.log
5.8,8.9,67,-6,33,-52.41259203,-8.017968864,-9.094163575,2,Done,tetracene_A1=-6_A2=33_a=5.8_b=8.9_theta=67.0_cx=0_cy=0_cz=0.log
6,8.8,65.5,-7,33,-49.48499934,-7.378576335,-8.681961668,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.8,66.5,-5,33,-53.33339769,-7.853543674,-9.406577586,1,Done,tetracene_A1=-5_A2=33_a=5.9_b=8.8_theta=66.5_cx=0_cy=0_cz=0.log
6.1,8.5,66.5,-3,33,-54.27441671,-7.230934527,-9.953136913,2,Done,tetracene_A1=-3_A2=33_a=6.1_b=8.5_theta=66.5_cx=0_cy=0_cz=0.log
6,8.7,66.5,-4,33,-53.93606081,-7.56524048,-9.701394962,1,Done,tetracene_A1=-4_A2=33_a=6.0_b=8.7_theta=66.5_cx=0_cy=0_cz=0.log
5.9,8.7,65.5,-8,33,-46.24007987,-7.749644333,-7.685197801,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
6,8.9,64.5,-7,33,-48.611149,-7.196747782,-8.554413358,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
5.8,9,67,-6,33,-52.22822708,-8.017968864,-9.048072338,2,Done,tetracene_A1=-6_A2=33_a=5.8_b=9.0_theta=67.0_cx=0_cy=0_cz=0.log
5.9,8.9,66.5,-5,33,-53.09286809,-7.853543674,-9.346445185,1,Done,tetracene_A1=-5_A2=33_a=5.9_b=8.9_theta=66.5_cx=0_cy=0_cz=0.log
6.1,8.5,67,-3,33,-54.41318427,-7.245032167,-9.980779984,2,Done,tetracene_A1=-3_A2=33_a=6.1_b=8.5_theta=67.0_cx=0_cy=0_cz=0.log
6,8.8,66.5,-4,33,-53.60111103,-7.56524048,-9.617657517,1,Done,tetracene_A1=-4_A2=33_a=6.0_b=8.8_theta=66.5_cx=0_cy=0_cz=0.log
5.9,8.8,65.5,-8,33,-47.25316465,-7.749644333,-7.938468995,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
6,8.9,65,-7,33,-49.17877446,-7.290679754,-8.649353739,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.8,67,-6,33,-52.55011712,-7.897972637,-9.188542961,2,Done,tetracene_A1=-6_A2=33_a=5.9_b=8.8_theta=67.0_cx=0_cy=0_cz=0.log
6.1,8.5,67.5,-3,33,-54.47499149,-7.23705275,-10.0002215,2,Done,tetracene_A1=-3_A2=33_a=6.1_b=8.5_theta=67.5_cx=0_cy=0_cz=0.log
6,8.7,65.5,-5,33,-52.45138219,-7.478695556,-9.373497769,1,Done,tetracene_A1=-5_A2=33_a=6.0_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.6,67,-4,33,-53.72414064,-7.597533399,-9.63226846,1,Done,tetracene_A1=-4_A2=33_a=5.8_b=8.6_theta=67.0_cx=0_cy=0_cz=0.log
5.9,8.9,64.5,-8,33,-46.41711048,-7.573780891,-7.817387175,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
6,8.9,65.5,-7,33,-49.69675887,-7.378576335,-8.734901549,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.9,67,-6,33,-52.42421351,-7.897972637,-9.15706706,2,Done,tetracene_A1=-6_A2=33_a=5.9_b=8.9_theta=67.0_cx=0_cy=0_cz=0.log
6.1,8.6,66.5,-3,33,-54.10449955,-7.230934527,-9.910657624,2,Done,tetracene_A1=-3_A2=33_a=6.1_b=8.6_theta=66.5_cx=0_cy=0_cz=0.log
6,8.7,66,-5,33,-52.81568688,-7.533472158,-9.437185641,1,Done,tetracene_A1=-5_A2=33_a=6.0_b=8.7_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.7,67,-4,33,-53.79511202,-7.597533399,-9.650011305,1,Done,tetracene_A1=-4_A2=33_a=5.8_b=8.7_theta=67.0_cx=0_cy=0_cz=0.log
5.8,8.8,66,-7,33,-50.03900031,-8.151594609,-8.433952773,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.8_theta=66.0_cx=0_cy=0_cz=0.log
5.9,9,67,-6,33,-52.12160058,-7.897972637,-9.081413826,2,Done,tetracene_A1=-6_A2=33_a=5.9_b=9.0_theta=67.0_cx=0_cy=0_cz=0.log
5.9,8.9,65,-8,33,-47.21788101,-7.665422451,-7.971759028,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
6.1,8.6,67,-3,33,-54.17300607,-7.245032167,-9.920735434,2,Done,tetracene_A1=-3_A2=33_a=6.1_b=8.6_theta=67.0_cx=0_cy=0_cz=0.log
6,8.7,66.5,-5,33,-53.11493636,-7.573878782,-9.491794699,1,Done,tetracene_A1=-5_A2=33_a=6.0_b=8.7_theta=66.5_cx=0_cy=0_cz=0.log
5.8,8.9,66,-7,33,-50.51087277,-8.151594609,-8.551920888,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.9_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.7,66.5,-6,33,-51.81568694,-8.078439493,-8.91470199,2,Done,tetracene_A1=-6_A2=33_a=5.8_b=8.7_theta=66.5_cx=0_cy=0_cz=0.log
5.8,8.8,67,-4,33,-53.62951464,-7.597533399,-9.60861196,1,Done,tetracene_A1=-4_A2=33_a=5.8_b=8.8_theta=67.0_cx=0_cy=0_cz=0.log
6.1,8.6,67.5,-3,33,-54.16817424,-7.23705275,-9.923517186,2,Done,tetracene_A1=-3_A2=33_a=6.1_b=8.6_theta=67.5_cx=0_cy=0_cz=0.log
5.9,8.9,65.5,-8,33,-47.9567389,-7.749644333,-8.114362558,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
6,8.8,65.5,-5,33,-52.43196703,-7.478695556,-9.368643979,1,Done,tetracene_A1=-5_A2=33_a=6.0_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.8,9,65,-7,33,-49.80411579,-8.08230119,-8.409878352,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=9.0_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.7,67,-6,33,-52.15160811,-8.017968864,-9.028917595,2,Done,tetracene_A1=-6_A2=33_a=5.8_b=8.7_theta=67.0_cx=0_cy=0_cz=0.log
5.8,8.6,64,-9,33,-34.7977287,-7.834264057,-4.782300146,2,Done,tetracene_A1=-9_A2=33_a=5.8_b=8.6_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.7,64.5,-9,33,-40.35603406,-7.503920202,-6.337048415,1,Done,tetracene_A1=-9_A2=33_a=5.9_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.6,67,-4,33,-54.30529522,-7.706850661,-9.722898474,1,Done,tetracene_A1=-4_A2=33_a=5.9_b=8.6_theta=67.0_cx=0_cy=0_cz=0.log
5.8,9,65.5,-7,33,-50.30937178,-8.125680956,-8.514502467,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=9.0_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.7,67.5,-6,33,-52.36630438,-7.920803961,-9.131174114,2,Done,tetracene_A1=-6_A2=33_a=5.8_b=8.7_theta=67.5_cx=0_cy=0_cz=0.log
6,8.8,66,-5,33,-52.71774763,-7.533472158,-9.412700828,1,Done,tetracene_A1=-5_A2=33_a=6.0_b=8.8_theta=66.0_cx=0_cy=0_cz=0.log
6,8.7,65.5,-8,33,-46.57057182,-7.316936028,-7.984174941,2,Done,tetracene_A1=-8_A2=33_a=6.0_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.6,64.5,-9,33,-36.50847658,-7.927245978,-5.163496156,1,Done,tetracene_A1=-9_A2=33_a=5.8_b=8.6_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.7,67,-4,33,-54.22859342,-7.706850661,-9.703723024,1,Done,tetracene_A1=-4_A2=33_a=5.9_b=8.7_theta=67.0_cx=0_cy=0_cz=0.log
5.8,9,66,-7,33,-50.73655047,-8.151594609,-8.608340312,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=9.0_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.8,67.5,-6,33,-52.51649513,-7.920803961,-9.168721803,2,Done,tetracene_A1=-6_A2=33_a=5.8_b=8.8_theta=67.5_cx=0_cy=0_cz=0.log
6,8.8,65.5,-8,33,-47.34860641,-7.316936028,-8.178683588,2,Done,tetracene_A1=-8_A2=33_a=6.0_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
6,8.8,66.5,-5,33,-52.94149762,-7.573878782,-9.448435013,1,Done,tetracene_A1=-5_A2=33_a=6.0_b=8.8_theta=66.5_cx=0_cy=0_cz=0.log
5.8,8.6,65,-9,33,-38.1294328,-8.012538393,-5.526089004,1,Done,tetracene_A1=-9_A2=33_a=5.8_b=8.6_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.8,66,-7,33,-50.22000683,-7.85483007,-8.627586672,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=8.8_theta=66.0_cx=0_cy=0_cz=0.log
5.9,8.8,67,-4,33,-53.93789564,-7.706850661,-9.63104858,1,Done,tetracene_A1=-4_A2=33_a=5.9_b=8.8_theta=67.0_cx=0_cy=0_cz=0.log
5.8,8.9,67.5,-6,33,-52.44195699,-7.920803961,-9.150087266,2,Done,tetracene_A1=-6_A2=33_a=5.8_b=8.9_theta=67.5_cx=0_cy=0_cz=0.log
6,8.9,64.5,-8,33,-46.47088809,-7.122272386,-8.05658583,2,Done,tetracene_A1=-8_A2=33_a=6.0_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
6,8.9,65.5,-5,33,-52.21326222,-7.478695556,-9.313967777,1,Done,tetracene_A1=-5_A2=33_a=6.0_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.9,66,-7,33,-50.50778542,-7.85483007,-8.699531321,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=8.9_theta=66.0_cx=0_cy=0_cz=0.log
5.9,8.7,66.5,-6,33,-52.08695199,-7.892779364,-9.075348315,2,Done,tetracene_A1=-6_A2=33_a=5.9_b=8.7_theta=66.5_cx=0_cy=0_cz=0.log
5.8,8.7,64,-9,33,-37.56769087,-7.834264057,-5.474790689,1,Done,tetracene_A1=-9_A2=33_a=5.8_b=8.7_theta=64.0_cx=0_cy=0_cz=0.log
6,8.9,65,-8,33,-47.18466816,-7.222075341,-8.185129371,2,Done,tetracene_A1=-8_A2=33_a=6.0_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
6,8.6,67,-4,33,-54.2317134,-7.561151624,-9.777352537,1,Done,tetracene_A1=-4_A2=33_a=6.0_b=8.6_theta=67.0_cx=0_cy=0_cz=0.log
6,8.9,66,-5,33,-52.42967285,-7.533472158,-9.340682133,1,Done,tetracene_A1=-5_A2=33_a=6.0_b=8.9_theta=66.0_cx=0_cy=0_cz=0.log
5.9,9,65,-7,33,-49.67547875,-7.721011052,-8.558364161,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=9.0_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.7,67,-6,33,-52.46309905,-7.897972637,-9.166788444,2,Done,tetracene_A1=-6_A2=33_a=5.9_b=8.7_theta=67.0_cx=0_cy=0_cz=0.log
6,8.9,65.5,-8,33,-47.84682676,-7.316936028,-8.303238675,2,Done,tetracene_A1=-8_A2=33_a=6.0_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.7,64.5,-9,33,-39.0835467,-7.927245978,-5.807263685,1,Done,tetracene_A1=-9_A2=33_a=5.8_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
6,8.7,67,-4,33,-54.02495638,-7.561151624,-9.725663283,1,Done,tetracene_A1=-4_A2=33_a=6.0_b=8.7_theta=67.0_cx=0_cy=0_cz=0.log
6,8.9,66.5,-5,33,-52.58701722,-7.573878782,-9.359814913,1,Done,tetracene_A1=-5_A2=33_a=6.0_b=8.9_theta=66.5_cx=0_cy=0_cz=0.log
5.9,9,65.5,-7,33,-50.15543856,-7.793640314,-8.642039482,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=9.0_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.7,67.5,-6,33,-52.74696199,-7.878303964,-9.247588515,2,Done,tetracene_A1=-6_A2=33_a=5.9_b=8.7_theta=67.5_cx=0_cy=0_cz=0.log
6.1,8.7,64.5,-8,33,-45.02633246,-6.651649926,-7.930758152,2,Done,tetracene_A1=-8_A2=33_a=6.1_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.7,65,-9,33,-40.51430464,-8.012538393,-6.122306963,1,Done,tetracene_A1=-9_A2=33_a=5.8_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log
6,8.8,67,-4,33,-53.62511956,-7.561151624,-9.625704078,1,Done,tetracene_A1=-4_A2=33_a=6.0_b=8.8_theta=67.0_cx=0_cy=0_cz=0.log
5.8,8.6,66,-5,33,-52.39849564,-8.023743211,-9.087752305,1,Done,tetracene_A1=-5_A2=33_a=5.8_b=8.6_theta=66.0_cx=0_cy=0_cz=0.log
5.9,9,66,-7,33,-50.57414335,-7.85483007,-8.716120803,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=9.0_theta=66.0_cx=0_cy=0_cz=0.log
